county_name,precinct_name,office_title,candidate_ballot_name,yes_votes,no_votes,,
Lafayette,ALMA/EAST DAVIS,State Representative - District 53,Glen Kolkmeyer,343,,,
Lafayette,FEDERAL,State Representative - District 53,Glen Kolkmeyer,0,,,
Lafayette,ABSENTEE,State Representative - District 53,Glen Kolkmeyer,549,,,
Lafayette,WELLINGTON,State Representative - District 53,Connie Simmons,122,,,
Lafayette,WAVERLY,State Representative - District 53,Connie Simmons,91,,,
Lafayette,SOUTH ODESSA/LAKE LAFAYETTE,State Representative - District 53,Connie Simmons,606,,,
Lafayette,NORTH ODESSA/EAST ODESSA,State Representative - District 53,Connie Simmons,521,,,
Lafayette,NAPOLEON,State Representative - District 53,Connie Simmons,60,,,
Lafayette,MAYVIEW,State Representative - District 53,Connie Simmons,69,,,
Lafayette,"LEXINGTON 1ST,2ND,3RD,4TH/RURAL LEXINGTON",State Representative - District 53,Connie Simmons,684,,,
Lafayette,JKV,State Representative - District 53,Connie Simmons,29,,,
Lafayette,HIGGINSVILLE,State Representative - District 53,Connie Simmons,730,,,
Lafayette,DOVER,State Representative - District 53,Connie Simmons,51,,,
Lafayette,CORDER,State Representative - District 53,Connie Simmons,65,,,
Lafayette,CONCORDIA/AULLVILLE,State Representative - District 53,Connie Simmons,251,,,
Lafayette,BATES CITY/ FERG SCHOOL,State Representative - District 53,Connie Simmons,397,,,
Lafayette,ALMA/EAST DAVIS,State Representative - District 53,Connie Simmons,67,,,
Lafayette,FEDERAL,State Representative - District 53,Connie Simmons,0,,,
Lafayette,ABSENTEE,State Representative - District 53,Connie Simmons,294,,,
Lafayette,WELLINGTON,Constitutional Amendment No. 1,,239,191,,
Lafayette,WAVERLY,Constitutional Amendment No. 1,,149,231,,
Lafayette,SOUTH ODESSA/LAKE LAFAYETTE,Constitutional Amendment No. 1,,1214,655,,
Lafayette,NORTH ODESSA/EAST ODESSA,Constitutional Amendment No. 1,,1009,567,,
Lafayette,NAPOLEON,Constitutional Amendment No. 1,,133,101,,
Lafayette,MAYVIEW,Constitutional Amendment No. 1,,146,88,,
Lafayette,"LEXINGTON 1ST,2ND,3RD,4TH/RURAL LEXINGTON",Constitutional Amendment No. 1,,1196,664,,
Lafayette,JKV,Constitutional Amendment No. 1,,59,19,,
Lafayette,HIGGINSVILLE,Constitutional Amendment No. 1,,1306,758,,
Lafayette,DOVER,Constitutional Amendment No. 1,,84,87,,
Lafayette,CORDER,Constitutional Amendment No. 1,,157,99,,
Lafayette,CONCORDIA/AULLVILLE,Constitutional Amendment No. 1,,745,535,,
Lafayette,BATES CITY/ FERG SCHOOL,Constitutional Amendment No. 1,,951,534,,
Lafayette,ALMA/EAST DAVIS,Constitutional Amendment No. 1,,175,234,,
Lafayette,FEDERAL,Constitutional Amendment No. 1,,1,0,,
Lafayette,ABSENTEE,Constitutional Amendment No. 1,,534,296,,
Lawrence,SW AURORA,State Representative - District 157,Mike Moon,916,,,
Lawrence,SE AURORA,State Representative - District 157,Mike Moon,702,,,
Lawrence,N AURORA,State Representative - District 157,Mike Moon,563,,,
Lawrence,BUCK PRAIRIE,State Representative - District 157,Mike Moon,1210,,,
Lawrence,FOREST PARK,State Representative - District 157,Mike Moon,1018,,,
Lawrence,FREISTATT,State Representative - District 157,Mike Moon,185,,,
Lawrence,GREEN,State Representative - District 157,Mike Moon,132,,,
Lawrence,HOBERG,State Representative - District 157,Mike Moon,196,,,
Lawrence,LINCOLN,State Representative - District 157,Mike Moon,473,,,
Lawrence,MT PLEASANT,State Representative - District 157,Mike Moon,317,,,
Lawrence,N MT VERNON,State Representative - District 157,Mike Moon,794,,,
Lawrence,SE MT VERNON,State Representative - District 157,Mike Moon,600,,,
Lawrence,SW MT VERNON,State Representative - District 157,Mike Moon,609,,,
Lawrence,OZARK,State Representative - District 157,Mike Moon,492,,,
Lawrence,PIERCE CITY,State Representative - District 157,Mike Moon,328,,,
Lawrence,RED OAK,State Representative - District 157,Mike Moon,121,,,
Lawrence,SPRING RIVER,State Representative - District 157,Mike Moon,451,,,
Lawrence,TURNBACK,State Representative - District 157,Mike Moon,495,,,
Lawrence,VINEYARD,State Representative - District 157,Mike Moon,226,,,
Lawrence,ABSENTEE,State Representative - District 157,Mike Moon,723,,,
Lawrence,SW AURORA,State Representative - District 157,Loretta Thomas,235,,,
Lawrence,SE AURORA,State Representative - District 157,Loretta Thomas,197,,,
Lawrence,N AURORA,State Representative - District 157,Loretta Thomas,122,,,
Lawrence,BUCK PRAIRIE,State Representative - District 157,Loretta Thomas,257,,,
Lawrence,FOREST PARK,State Representative - District 157,Loretta Thomas,308,,,
Lawrence,FREISTATT,State Representative - District 157,Loretta Thomas,40,,,
Lawrence,GREEN,State Representative - District 157,Loretta Thomas,39,,,
Lawrence,HOBERG,State Representative - District 157,Loretta Thomas,52,,,
Lawrence,LINCOLN,State Representative - District 157,Loretta Thomas,152,,,
Lawrence,MT PLEASANT,State Representative - District 157,Loretta Thomas,56,,,
Lawrence,N MT VERNON,State Representative - District 157,Loretta Thomas,232,,,
Lawrence,SE MT VERNON,State Representative - District 157,Loretta Thomas,183,,,
Lawrence,SW MT VERNON,State Representative - District 157,Loretta Thomas,194,,,
Lawrence,OZARK,State Representative - District 157,Loretta Thomas,120,,,
Lawrence,PIERCE CITY,State Representative - District 157,Loretta Thomas,68,,,
Lawrence,RED OAK,State Representative - District 157,Loretta Thomas,30,,,
Lawrence,SPRING RIVER,State Representative - District 157,Loretta Thomas,131,,,
Lawrence,TURNBACK,State Representative - District 157,Loretta Thomas,101,,,
Lawrence,VINEYARD,State Representative - District 157,Loretta Thomas,68,,,
Lawrence,ABSENTEE,State Representative - District 157,Loretta Thomas,234,,,
Lawrence,PIERCE CITY,State Representative - District 158,Scott Fitzpatrick,385,,,
Lawrence,ABSENTEE,State Representative - District 158,Scott Fitzpatrick,14,,,
Lawrence,SW AURORA,Constitutional Amendment No. 1,,680,469,,
Lawrence,SE AURORA,Constitutional Amendment No. 1,,550,347,,
Lawrence,N AURORA,Constitutional Amendment No. 1,,365,315,,
Lawrence,BUCK PRAIRIE,Constitutional Amendment No. 1,,832,642,,
Lawrence,FOREST PARK,Constitutional Amendment No. 1,,738,580,,
Lawrence,FREISTATT,Constitutional Amendment No. 1,,126,98,,
Lawrence,GREEN,Constitutional Amendment No. 1,,75,98,,
Lawrence,HOBERG,Constitutional Amendment No. 1,,134,113,,
Lawrence,LINCOLN,Constitutional Amendment No. 1,,319,293,,
Lawrence,MT PLEASANT,Constitutional Amendment No. 1,,176,198,,
Lawrence,N MT VERNON,Constitutional Amendment No. 1,,542,492,,
Lawrence,SE MT VERNON,Constitutional Amendment No. 1,,419,354,,
Lawrence,SW MT VERNON,Constitutional Amendment No. 1,,422,383,,
Lawrence,OZARK,Constitutional Amendment No. 1,,346,266,,
Lawrence,PIERCE CITY,Constitutional Amendment No. 1,,431,393,,
Lawrence,RED OAK,Constitutional Amendment No. 1,,44,105,,
Lawrence,SPRING RIVER,Constitutional Amendment No. 1,,313,247,,
Lawrence,TURNBACK,Constitutional Amendment No. 1,,311,284,,
Lawrence,VINEYARD,Constitutional Amendment No. 1,,130,163,,
Lawrence,ABSENTEE,Constitutional Amendment No. 1,,572,387,,
Lewis,EWING,State Representative - District 4,Greg Sharpe,590,,,
Lewis,LABELLE,State Representative - District 4,Greg Sharpe,188,,,
Lewis,LAGRANGE,State Representative - District 4,Greg Sharpe,578,,,
Lewis,LEWISTOWN,State Representative - District 4,Greg Sharpe,328,,,
Lewis,MONTICELLO,State Representative - District 4,Greg Sharpe,312,,,
Lewis,CANTON,State Representative - District 4,Greg Sharpe,759,,,
Lewis,ABSENTEE,State Representative - District 4,Greg Sharpe,171,,,
Lewis,EWING,State Senator - District 18,Cindy O'Laughlin,503,,,
Lewis,LABELLE,State Senator - District 18,Cindy O'Laughlin,151,,,
Lewis,LAGRANGE,State Senator - District 18,Cindy O'Laughlin,481,,,
Lewis,LEWISTOWN,State Senator - District 18,Cindy O'Laughlin,289,,,
Lewis,MONTICELLO,State Senator - District 18,Cindy O'Laughlin,290,,,
Lewis,CANTON,State Senator - District 18,Cindy O'Laughlin,587,,,
Lewis,ABSENTEE,State Senator - District 18,Cindy O'Laughlin,127,,,
Lewis,EWING,State Senator - District 18,Crystal Stephens,150,,,
Lewis,LABELLE,State Senator - District 18,Crystal Stephens,82,,,
Lewis,LAGRANGE,State Senator - District 18,Crystal Stephens,200,,,
Lewis,LEWISTOWN,State Senator - District 18,Crystal Stephens,91,,,
Lewis,MONTICELLO,State Senator - District 18,Crystal Stephens,69,,,
Lewis,CANTON,State Senator - District 18,Crystal Stephens,340,,,
Lewis,ABSENTEE,State Senator - District 18,Crystal Stephens,67,,,
Lewis,EWING,Constitutional Amendment No. 1,,355,292,,
Lewis,LABELLE,Constitutional Amendment No. 1,,143,86,,
Lewis,LAGRANGE,Constitutional Amendment No. 1,,357,297,,
Lewis,LEWISTOWN,Constitutional Amendment No. 1,,190,185,,
Lewis,MONTICELLO,Constitutional Amendment No. 1,,176,190,,
Lewis,CANTON,Constitutional Amendment No. 1,,564,364,,
Lewis,ABSENTEE,Constitutional Amendment No. 1,,130,74,,
Lincoln,TROY CITY-1,State Representative - District 41,Randy Pietzman,794,,,
Lincoln,TROY CITY-2,State Representative - District 41,Randy Pietzman,739,,,
Lincoln,TROY RURAL,State Representative - District 41,Randy Pietzman,884,,,
Lincoln,FOLEY,State Representative - District 41,Randy Pietzman,788,,,
Lincoln,MOSCOW MILLS,State Representative - District 41,Randy Pietzman,1354,,,
Lincoln,ZOAR,State Representative - District 41,Randy Pietzman,583,,,
Lincoln,HAWK POINT,State Representative - District 41,Randy Pietzman,816,,,
Lincoln,NEW HOPE,State Representative - District 41,Randy Pietzman,389,,,
Lincoln,MILLWOOD,State Representative - District 41,Randy Pietzman,494,,,
Lincoln,WINFIELD,State Representative - District 41,Randy Pietzman,106,,,
Lincoln,BIRKHEAD,State Representative - District 41,Randy Pietzman,275,,,
Lincoln,BRUSSELS,State Representative - District 41,Randy Pietzman,765,,,
Lincoln,WHITESIDE,State Representative - District 41,Randy Pietzman,180,,,
Lincoln,BRISCOE,State Representative - District 41,Randy Pietzman,533,,,
Lincoln,SILEX,State Representative - District 41,Randy Pietzman,223,,,
Lincoln,TROY CITY-3,State Representative - District 41,Randy Pietzman,1082,,,
Lincoln,ELSBERRY,State Representative - District 41,Randy Pietzman,606,,,
Lincoln,FEDERAL,State Representative - District 41,Randy Pietzman,1,,,
Lincoln,MOSCOW MILLS,State Representative - District 64,Tony Lovasco,501,,,
Lincoln,WINFIELD,State Representative - District 64,Tony Lovasco,829,,,
Lincoln,BIRKHEAD,State Representative - District 64,Tony Lovasco,927,,,
Lincoln,OLD MONROE,State Representative - District 64,Tony Lovasco,720,,,
Lincoln,MOSCOW MILLS CITY,State Representative - District 64,Tony Lovasco,471,,,
Lincoln,MOSCOW MILLS,State Representative - District 64,Shawn Finklein,271,,,
Lincoln,WINFIELD,State Representative - District 64,Shawn Finklein,455,,,
Lincoln,BIRKHEAD,State Representative - District 64,Shawn Finklein,546,,,
Lincoln,OLD MONROE,State Representative - District 64,Shawn Finklein,386,,,
Lincoln,MOSCOW MILLS CITY,State Representative - District 64,Shawn Finklein,288,,,
Lincoln,TROY CITY-1,State Senator - District 10,Jeanie Riddle,809,,,
Lincoln,TROY CITY-2,State Senator - District 10,Jeanie Riddle,751,,,
Lincoln,TROY RURAL,State Senator - District 10,Jeanie Riddle,886,,,
Lincoln,FOLEY,State Senator - District 10,Jeanie Riddle,819,,,
Lincoln,MOSCOW MILLS,State Senator - District 10,Jeanie Riddle,1900,,,
Lincoln,ZOAR,State Senator - District 10,Jeanie Riddle,589,,,
Lincoln,HAWK POINT,State Senator - District 10,Jeanie Riddle,843,,,
Lincoln,NEW HOPE,State Senator - District 10,Jeanie Riddle,426,,,
Lincoln,MILLWOOD,State Senator - District 10,Jeanie Riddle,515,,,
Lincoln,WINFIELD,State Senator - District 10,Jeanie Riddle,974,,,
Lincoln,BIRKHEAD,State Senator - District 10,Jeanie Riddle,1270,,,
Lincoln,OLD MONROE,State Senator - District 10,Jeanie Riddle,789,,,
Lincoln,BRUSSELS,State Senator - District 10,Jeanie Riddle,800,,,
Lincoln,WHITESIDE,State Senator - District 10,Jeanie Riddle,301,,,
Lincoln,BRISCOE,State Senator - District 10,Jeanie Riddle,538,,,
Lincoln,SILEX,State Senator - District 10,Jeanie Riddle,233,,,
Lincoln,TROY CITY-3,State Senator - District 10,Jeanie Riddle,1085,,,
Lincoln,MOSCOW MILLS CITY,State Senator - District 10,Jeanie Riddle,498,,,
Lincoln,ELSBERRY,State Senator - District 10,Jeanie Riddle,625,,,
Lincoln,FEDERAL,State Senator - District 10,Jeanie Riddle,1,,,
Lincoln,TROY CITY-1,State Senator - District 10,Ayanna Shivers,405,,,
Lincoln,TROY CITY-2,State Senator - District 10,Ayanna Shivers,435,,,
Lincoln,TROY RURAL,State Senator - District 10,Ayanna Shivers,384,,,
Lincoln,FOLEY,State Senator - District 10,Ayanna Shivers,365,,,
Lincoln,MOSCOW MILLS,State Senator - District 10,Ayanna Shivers,783,,,
Lincoln,ZOAR,State Senator - District 10,Ayanna Shivers,211,,,
Lincoln,HAWK POINT,State Senator - District 10,Ayanna Shivers,288,,,
Lincoln,NEW HOPE,State Senator - District 10,Ayanna Shivers,195,,,
Lincoln,MILLWOOD,State Senator - District 10,Ayanna Shivers,120,,,
Lincoln,WINFIELD,State Senator - District 10,Ayanna Shivers,482,,,
Lincoln,BIRKHEAD,State Senator - District 10,Ayanna Shivers,634,,,
Lincoln,OLD MONROE,State Senator - District 10,Ayanna Shivers,351,,,
Lincoln,BRUSSELS,State Senator - District 10,Ayanna Shivers,365,,,
Lincoln,WHITESIDE,State Senator - District 10,Ayanna Shivers,75,,,
Lincoln,BRISCOE,State Senator - District 10,Ayanna Shivers,182,,,
Lincoln,SILEX,State Senator - District 10,Ayanna Shivers,62,,,
Lincoln,TROY CITY-3,State Senator - District 10,Ayanna Shivers,532,,,
Lincoln,MOSCOW MILLS CITY,State Senator - District 10,Ayanna Shivers,275,,,
Lincoln,ELSBERRY,State Senator - District 10,Ayanna Shivers,346,,,
Lincoln,FEDERAL,State Senator - District 10,Ayanna Shivers,0,,,
Lincoln,NEW HOPE,State Representative - District 40,Jim Hansen,45,,,
Lincoln,WHITESIDE,State Representative - District 40,Jim Hansen,131,,,
Lincoln,ELSBERRY,State Representative - District 40,Jim Hansen,26,,,
Lincoln,TROY CITY-1,State Representative - District 41,David A Beckham,431,,,
Lincoln,TROY CITY-2,State Representative - District 41,David A Beckham,449,,,
Lincoln,TROY RURAL,State Representative - District 41,David A Beckham,404,,,
Lincoln,FOLEY,State Representative - District 41,David A Beckham,395,,,
Lincoln,MOSCOW MILLS,State Representative - District 41,David A Beckham,544,,,
Lincoln,ZOAR,State Representative - District 41,David A Beckham,214,,,
Lincoln,HAWK POINT,State Representative - District 41,David A Beckham,316,,,
Lincoln,NEW HOPE,State Representative - District 41,David A Beckham,180,,,
Lincoln,MILLWOOD,State Representative - District 41,David A Beckham,149,,,
Lincoln,WINFIELD,State Representative - District 41,David A Beckham,48,,,
Lincoln,BIRKHEAD,State Representative - District 41,David A Beckham,126,,,
Lincoln,BRUSSELS,State Representative - District 41,David A Beckham,399,,,
Lincoln,WHITESIDE,State Representative - District 41,David A Beckham,43,,,
Lincoln,BRISCOE,State Representative - District 41,David A Beckham,189,,,
Lincoln,SILEX,State Representative - District 41,David A Beckham,77,,,
Lincoln,TROY CITY-3,State Representative - District 41,David A Beckham,544,,,
Lincoln,ELSBERRY,State Representative - District 41,David A Beckham,340,,,
Lincoln,FEDERAL,State Representative - District 41,David A Beckham,0,,,
Lincoln,TROY CITY-1,Constitutional Amendment No. 1,,711,490,,
Lincoln,TROY CITY-2,Constitutional Amendment No. 1,,720,458,,
Lincoln,TROY RURAL,Constitutional Amendment No. 1,,723,540,,
Lincoln,FOLEY,Constitutional Amendment No. 1,,675,500,,
Lincoln,MOSCOW MILLS,Constitutional Amendment No. 1,,1453,1181,,
Lincoln,ZOAR,Constitutional Amendment No. 1,,421,370,,
Lincoln,HAWK POINT,Constitutional Amendment No. 1,,614,505,,
Lincoln,NEW HOPE,Constitutional Amendment No. 1,,329,282,,
Lincoln,MILLWOOD,Constitutional Amendment No. 1,,287,339,,
Lincoln,WINFIELD,Constitutional Amendment No. 1,,848,595,,
Lincoln,BIRKHEAD,Constitutional Amendment No. 1,,1120,771,,
Lincoln,OLD MONROE,Constitutional Amendment No. 1,,667,455,,
Lincoln,BRUSSELS,Constitutional Amendment No. 1,,662,490,,
Lincoln,WHITESIDE,Constitutional Amendment No. 1,,163,208,,
Lincoln,BRISCOE,Constitutional Amendment No. 1,,388,332,,
Lincoln,SILEX,Constitutional Amendment No. 1,,145,147,,
Lincoln,TROY CITY-3,Constitutional Amendment No. 1,,973,632,,
Lincoln,MOSCOW MILLS CITY,Constitutional Amendment No. 1,,475,296,,
Lincoln,ELSBERRY,Constitutional Amendment No. 1,,569,398,,
Lincoln,INTRASTATE NEW RESIDENT,Constitutional Amendment No. 1,,0,2,,
Lincoln,FEDERAL,Constitutional Amendment No. 1,,1,0,,
Linn,BAKER/N SALEM,State Senator - District 18,Cindy O'Laughlin,111,,,
Linn,BENTON NORTH DIST (7),State Senator - District 18,Cindy O'Laughlin,47,,,
Linn,BENTON SOUTH DIST (7),State Senator - District 18,Cindy O'Laughlin,52,,,
Linn,BROOKFIELD 1.2 DIST (7),State Senator - District 18,Cindy O'Laughlin,564,,,
Linn,BROOKFIELD 3.4 DIST (7),State Senator - District 18,Cindy O'Laughlin,471,,,
Linn,BUCKLIN DIST (6),State Senator - District 18,Cindy O'Laughlin,187,,,
Linn,CLAY/PARSON CREEK,State Senator - District 18,Cindy O'Laughlin,334,,,
Linn,ENTERPRISE/GRANTSVILLE DIST (7),State Senator - District 18,Cindy O'Laughlin,128,,,
Linn,JACKSON,State Senator - District 18,Cindy O'Laughlin,45,,,
Linn,JEFFERSON DIST (7),State Senator - District 18,Cindy O'Laughlin,210,,,
Linn,"MARCELINE 1,2,3,4",State Senator - District 18,Cindy O'Laughlin,607,,,
Linn,YELLOW CREEK DIST (7),State Senator - District 18,Cindy O'Laughlin,111,,,
Linn,ABSENTEE,State Senator - District 18,Cindy O'Laughlin,231,,,
Linn,LOCUST CREEK DIST (7),State Senator - District 18,Cindy O'Laughlin,152,,,
Linn,PROVISIONAL,State Senator - District 18,Cindy O'Laughlin,6,,,
Linn,BAKER/N SALEM,State Senator - District 18,Crystal Stephens,30,,,
Linn,BENTON NORTH DIST (7),State Senator - District 18,Crystal Stephens,9,,,
Linn,BENTON SOUTH DIST (7),State Senator - District 18,Crystal Stephens,20,,,
Linn,BROOKFIELD 1.2 DIST (7),State Senator - District 18,Crystal Stephens,247,,,
Linn,BROOKFIELD 3.4 DIST (7),State Senator - District 18,Crystal Stephens,218,,,
Linn,BUCKLIN DIST (6),State Senator - District 18,Crystal Stephens,99,,,
Linn,CLAY/PARSON CREEK,State Senator - District 18,Crystal Stephens,87,,,
Linn,ENTERPRISE/GRANTSVILLE DIST (7),State Senator - District 18,Crystal Stephens,24,,,
Linn,JACKSON,State Senator - District 18,Crystal Stephens,12,,,
Linn,JEFFERSON DIST (7),State Senator - District 18,Crystal Stephens,67,,,
Linn,"MARCELINE 1,2,3,4",State Senator - District 18,Crystal Stephens,292,,,
Linn,YELLOW CREEK DIST (7),State Senator - District 18,Crystal Stephens,40,,,
Linn,ABSENTEE,State Senator - District 18,Crystal Stephens,117,,,
Linn,LOCUST CREEK DIST (7),State Senator - District 18,Crystal Stephens,51,,,
Linn,PROVISIONAL,State Senator - District 18,Crystal Stephens,4,,,
Linn,BAKER/N SALEM,State Representative - District 6,Tim Remole,78,,,
Linn,BUCKLIN DIST (6),State Representative - District 6,Tim Remole,186,,,
Linn,"MARCELINE 1,2,3,4",State Representative - District 6,Tim Remole,400,,,
Linn,ABSENTEE,State Representative - District 6,Tim Remole,40,,,
Linn,PROVISIONAL,State Representative - District 6,Tim Remole,1,,,
Linn,BAKER/N SALEM,State Representative - District 6,Mitch Wrenn,18,,,
Linn,BUCKLIN DIST (6),State Representative - District 6,Mitch Wrenn,102,,,
Linn,"MARCELINE 1,2,3,4",State Representative - District 6,Mitch Wrenn,251,,,
Linn,ABSENTEE,State Representative - District 6,Mitch Wrenn,32,,,
Linn,PROVISIONAL,State Representative - District 6,Mitch Wrenn,2,,,
Linn,BAKER/N SALEM,State Representative - District 7,Rusty Black,38,,,
Linn,BENTON NORTH DIST (7),State Representative - District 7,Rusty Black,42,,,
Linn,BENTON SOUTH DIST (7),State Representative - District 7,Rusty Black,53,,,
Linn,BROOKFIELD 1.2 DIST (7),State Representative - District 7,Rusty Black,560,,,
Linn,BROOKFIELD 3.4 DIST (7),State Representative - District 7,Rusty Black,487,,,
Linn,BUCKLIN DIST (6),State Representative - District 7,Rusty Black,0,,,
Linn,CLAY/PARSON CREEK,State Representative - District 7,Rusty Black,344,,,
Linn,ENTERPRISE/GRANTSVILLE DIST (7),State Representative - District 7,Rusty Black,128,,,
Linn,JACKSON,State Representative - District 7,Rusty Black,52,,,
Linn,JEFFERSON DIST (7),State Representative - District 7,Rusty Black,215,,,
Linn,"MARCELINE 1,2,3,4",State Representative - District 7,Rusty Black,147,,,
Linn,YELLOW CREEK DIST (7),State Representative - District 7,Rusty Black,102,,,
Linn,ABSENTEE,State Representative - District 7,Rusty Black,184,,,
Linn,LOCUST CREEK DIST (7),State Representative - District 7,Rusty Black,163,,,
Linn,PROVISIONAL,State Representative - District 7,Rusty Black,6,,,
Linn,BAKER/N SALEM,State Representative - District 7,Dennis VanDyke,7,,,
Linn,BENTON NORTH DIST (7),State Representative - District 7,Dennis VanDyke,13,,,
Linn,BENTON SOUTH DIST (7),State Representative - District 7,Dennis VanDyke,20,,,
Linn,BROOKFIELD 1.2 DIST (7),State Representative - District 7,Dennis VanDyke,256,,,
Linn,BROOKFIELD 3.4 DIST (7),State Representative - District 7,Dennis VanDyke,214,,,
Linn,BUCKLIN DIST (6),State Representative - District 7,Dennis VanDyke,0,,,
Linn,CLAY/PARSON CREEK,State Representative - District 7,Dennis VanDyke,87,,,
Linn,ENTERPRISE/GRANTSVILLE DIST (7),State Representative - District 7,Dennis VanDyke,25,,,
Linn,JACKSON,State Representative - District 7,Dennis VanDyke,9,,,
Linn,JEFFERSON DIST (7),State Representative - District 7,Dennis VanDyke,68,,,
Linn,"MARCELINE 1,2,3,4",State Representative - District 7,Dennis VanDyke,108,,,
Linn,YELLOW CREEK DIST (7),State Representative - District 7,Dennis VanDyke,51,,,
Linn,ABSENTEE,State Representative - District 7,Dennis VanDyke,88,,,
Linn,LOCUST CREEK DIST (7),State Representative - District 7,Dennis VanDyke,52,,,
Linn,PROVISIONAL,State Representative - District 7,Dennis VanDyke,1,,,
Linn,BAKER/N SALEM,Constitutional Amendment No. 1,,59,80,,
Linn,BENTON NORTH DIST (7),Constitutional Amendment No. 1,,16,40,,
Linn,BENTON SOUTH DIST (7),Constitutional Amendment No. 1,,32,39,,
Linn,BROOKFIELD 1.2 DIST (7),Constitutional Amendment No. 1,,505,297,,
Linn,BROOKFIELD 3.4 DIST (7),Constitutional Amendment No. 1,,400,293,,
Linn,BUCKLIN DIST (6),Constitutional Amendment No. 1,,159,125,,
Linn,CLAY/PARSON CREEK,Constitutional Amendment No. 1,,201,222,,
Linn,ENTERPRISE/GRANTSVILLE DIST (7),Constitutional Amendment No. 1,,59,90,,
Linn,JACKSON,Constitutional Amendment No. 1,,17,41,,
Linn,JEFFERSON DIST (7),Constitutional Amendment No. 1,,121,160,,
Linn,"MARCELINE 1,2,3,4",Constitutional Amendment No. 1,,529,355,,
Linn,YELLOW CREEK DIST (7),Constitutional Amendment No. 1,,80,73,,
Linn,ABSENTEE,Constitutional Amendment No. 1,,190,151,,
Linn,LOCUST CREEK DIST (7),Constitutional Amendment No. 1,,97,108,,
Linn,PROVISIONAL,Constitutional Amendment No. 1,,7,2,,
Livingston,1ST WARD CHILLICOTHE-CITY,State Representative - District 7,Rusty Black,754,,,
Livingston,2ND WARD CHILLICOTHE-CITY,State Representative - District 7,Rusty Black,405,,,
Livingston,3RD WARD CHILLICOTHE-CITY,State Representative - District 7,Rusty Black,334,,,
Livingston,4TH WARD CHILLICOTHE-CITY,State Representative - District 7,Rusty Black,519,,,
Livingston,BLUE MOUND TOWNSHIP/MONROE TOWNSHIP,State Representative - District 7,Rusty Black,243,,,
Livingston,CHILLICOTHE TOWNSHIP/RICH HILL TOWNSHIP,State Representative - District 7,Rusty Black,607,,,
Livingston,CREAM RIDGE TOWNSHIP/MEDICINE TOWNSHIP,State Representative - District 7,Rusty Black,208,,,
Livingston,FAIRVIEW TOWNSHIP/GRAND RIVER TOWNSHIP,State Representative - District 7,Rusty Black,246,,,
Livingston,GREEN TOWNSHIP/MOORESVILLE TOWNSHIP,State Representative - District 7,Rusty Black,194,,,
Livingston,JACKSON TOWNSHIP/SAMPSEL TOWNSHIP,State Representative - District 7,Rusty Black,289,,,
Livingston,WHEELING TOWNSHIP,State Representative - District 7,Rusty Black,105,,,
Livingston,ABSENTEE,State Representative - District 7,Rusty Black,370,,,
Livingston,FEDERAL,State Representative - District 7,Rusty Black,0,,,
Livingston,1ST WARD CHILLICOTHE-CITY,State Representative - District 7,Dennis VanDyke,127,,,
Livingston,2ND WARD CHILLICOTHE-CITY,State Representative - District 7,Dennis VanDyke,95,,,
Livingston,3RD WARD CHILLICOTHE-CITY,State Representative - District 7,Dennis VanDyke,98,,,
Livingston,4TH WARD CHILLICOTHE-CITY,State Representative - District 7,Dennis VanDyke,139,,,
Livingston,BLUE MOUND TOWNSHIP/MONROE TOWNSHIP,State Representative - District 7,Dennis VanDyke,36,,,
Livingston,CHILLICOTHE TOWNSHIP/RICH HILL TOWNSHIP,State Representative - District 7,Dennis VanDyke,92,,,
Livingston,CREAM RIDGE TOWNSHIP/MEDICINE TOWNSHIP,State Representative - District 7,Dennis VanDyke,38,,,
Livingston,FAIRVIEW TOWNSHIP/GRAND RIVER TOWNSHIP,State Representative - District 7,Dennis VanDyke,41,,,
Livingston,GREEN TOWNSHIP/MOORESVILLE TOWNSHIP,State Representative - District 7,Dennis VanDyke,35,,,
Livingston,JACKSON TOWNSHIP/SAMPSEL TOWNSHIP,State Representative - District 7,Dennis VanDyke,39,,,
Livingston,WHEELING TOWNSHIP,State Representative - District 7,Dennis VanDyke,20,,,
Livingston,ABSENTEE,State Representative - District 7,Dennis VanDyke,107,,,
Livingston,FEDERAL,State Representative - District 7,Dennis VanDyke,0,,,
Livingston,1ST WARD CHILLICOTHE-CITY,Constitutional Amendment No. 1,,429,428,,
Livingston,2ND WARD CHILLICOTHE-CITY,Constitutional Amendment No. 1,,262,218,,
Livingston,3RD WARD CHILLICOTHE-CITY,Constitutional Amendment No. 1,,239,194,,
Livingston,4TH WARD CHILLICOTHE-CITY,Constitutional Amendment No. 1,,385,269,,
Livingston,BLUE MOUND TOWNSHIP/MONROE TOWNSHIP,Constitutional Amendment No. 1,,129,147,,
Livingston,CHILLICOTHE TOWNSHIP/RICH HILL TOWNSHIP,Constitutional Amendment No. 1,,320,364,,
Livingston,CREAM RIDGE TOWNSHIP/MEDICINE TOWNSHIP,Constitutional Amendment No. 1,,124,118,,
Livingston,FAIRVIEW TOWNSHIP/GRAND RIVER TOWNSHIP,Constitutional Amendment No. 1,,125,155,,
Livingston,GREEN TOWNSHIP/MOORESVILLE TOWNSHIP,Constitutional Amendment No. 1,,111,119,,
Livingston,JACKSON TOWNSHIP/SAMPSEL TOWNSHIP,Constitutional Amendment No. 1,,150,172,,
